clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Archaea___p__Methanobacteriota___c__Methanobacteria___o__Methanobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Acidobacteriota___c__Acidobacteriae___o__Terriglobales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Bifidobacteriales	0	660	37	110	121	58	6	11	0	17	9	22	60	579	172	18	0	37	746	5	184	0	129	60	185	0	56	61	49	49	38	0	2520	586	142	11	221	27	0	3	63	0	0	78	14	524	113	0	40	256	0	0	21	32	80	0	188	14	73	0	50	0	398	5	112	0	0	154	0	52	0	44	46	0	0	35	22	0	0	31	8	10	12	0	4	7	28	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Frankiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Micrococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	4	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Mycobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales	0	95	95	74	127	17	38	126	33	9	24	83	83	19	90	204	37	223	73	23	9	50	74	82	50	45	131	80	105	89	182	0	492	134	217	20	54	150	7	10	169	10	9	23	67	24	80	0	55	123	0	0	8	11	0	6	10	0	16	0	9	7	79	3	95	0	3	16	0	37	22	12	13	5	26	16	24	7	49	4	7	0	0	17	6	10	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Acholeplasmatales	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	109	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales	27	94	302	147	869	157	544	484	607	8	204	112	1300	360	449	570	271	248	90	207	36	123	276	197	253	80	1860	87	600	260	485	9	1763	312	1082	120	10570	680	548	53	935	39	302	81	357	921	306	537	219	1477	29	174	44	51	128	270	436	54	104	7	38	563	136	61	335	104	96	332	108	361	87	58	37	103	15	512	211	23	88	89	150	514	85	527	98	81	30	15
k__Bacteria___p__Bacillota___c__Bacilli___o__Izemoplasmatales	0	0	0	0	27	1	0	0	28	0	0	0	0	0	4	0	25	0	0	28	0	0	72	0	0	0	18	0	0	0	0	0	0	0	0	0	153	0	4	3	193	0	9	0	0	0	303	0	242	107	0	17	4	0	8	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	29	626	24	0	4	103	0	0	339	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales	13022	26	419	28	25	15	1896	0	10	17876	15	65	4	7	0	4	7	481	284	47	13178	31	68	290	723	26	566	3948	1267	1042	121	15030	3337	415	111	17	0	56	0	19	8	19	9189	78	206	11	5	342	19	19491	8578	10275	14198	12896	15	13	8531	5076	7275	7386	9478	2944	8209	8727	4488	5756	8454	3488	9433	13443	10498	3923	6729	3081	24044	6962	7195	947	3945	6016	2092	1210	3689	3196	3497	7711	12020	8457
k__Bacteria___p__Bacillota___c__Bacilli___o__RF39	8	0	17	48	423	36	0	0	543	0	36	0	0	0	7	0	249	65	19	142	0	73	129	0	0	0	189	102	55	0	2	0	34	105	38	0	99	464	339	10	17	0	0	82	26	0	59	0	235	0	0	6	23	0	5	5	37	0	183	0	0	0	5	0	95	0	0	3	5	0	0	0	9	23	9	710	247	9	287	23	12	14	0	28	57	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Staphylococcales	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Caldicoprobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Christensenellales	19	60	78	57	692	45	38	301	744	0	77	12	180	3	162	347	1013	1205	24	230	8	121	678	21	37	0	739	47	119	89	39	27	108	183	888	129	416	33	441	2	530	0	8	99	240	17	260	0	595	63	15	0	23	0	66	59	103	18	64	105	22	0	400	66	86	2	22	11	60	66	44	43	6	129	80	1082	475	0	44	149	15	26	32	17	0	2	0	6
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridia UCG-014	584	0	794	650	2251	1058	0	0	1685	0	227	276	0	135	712	0	833	607	396	404	37	130	221	0	0	0	0	1284	1044	1218	588	0	236	2130	2573	500	677	2684	527	321	2116	0	243	368	0	29	420	0	1488	0	0	397	593	366	161	1357	793	198	303	254	359	0	1375	45	786	119	358	277	108	801	53	234	113	516	309	773	3011	91	1142	1891	186	286	0	109	29	48	0	13
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridia vadinBB60 group	379	0	19	2	1154	66	0	125	267	0	30	0	202	12	484	177	98	206	259	164	2	4	919	0	52	0	489	14	39	158	0	82	109	46	292	0	974	42	3521	4	758	0	142	210	18	1654	1317	0	1538	1436	7	534	128	0	437	18	61	6	172	31	623	0	492	0	63	78	3	187	921	0	9	0	0	2360	370	18	0	59	3179	415	45	195	508	611	33	14	121	32
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales	39	233	9	98	25	3	1551	42	304	0	0	4	0	417	9	56	21	39	75	53	7	70	1397	0	28	88	252	37	16	30	11	10	570	656	85	100	12	15	355	0	205	470	7	20	209	13	115	26	234	11	12	23	22	0	229	0	150	9	65	0	10	52	6	0	53	0	104	255	66	4	0	20	41	0	63	403	57	36	171	2	62	0	56	177	64	47	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Eubacteriales	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales	2802	16433	6982	6895	6412	4706	3395	1277	6307	209	8751	6313	4743	2696	7713	1585	5301	3907	4084	8935	927	7978	11480	6478	3573	8048	12783	5768	18545	10833	10895	310	16222	13668	4668	5322	4416	14769	2466	9674	4355	15018	1121	6741	4239	2256	10754	4731	6140	2806	8494	483	2292	1587	2857	738	3503	2266	3355	4189	4014	3638	4521	2010	3505	1190	3868	5644	1731	3410	1846	2584	1497	1721	9084	6179	4356	2218	7895	1145	4012	3328	2098	6099	766	2483	365	233
k__Bacteria___p__Bacillota___c__Clostridia___o__MAT-CR-H4-C10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Monoglobales	110	74	10	75	46	9	0	60	192	0	275	16	9	11	0	79	39	89	4	6	0	17	359	0	19	0	183	215	85	97	30	0	671	346	166	26	0	195	121	0	11	63	0	18	61	19	36	0	4	108	12	18	15	5	0	29	52	181	0	6	45	18	216	15	196	8	22	15	53	18	41	56	4	3	104	120	54	6	51	27	43	13	12	0	0	153	0	8
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales	2298	6384	9631	3859	10544	5533	2225	8572	11560	181	6217	3402	10668	2028	5740	9647	10128	14778	3727	5977	1193	5822	11044	5270	4509	2829	21354	6458	9044	15202	12154	1102	20390	14042	12955	16234	8122	4215	9960	8647	18251	1159	4119	3364	8819	2665	10326	5364	8517	8651	2857	1704	1512	523	2759	12635	4453	1427	2316	2053	3345	2234	9667	4761	8245	3829	1447	2761	2536	4074	5646	4017	4286	5814	8491	12573	8150	2714	8113	4295	1502	5030	4819	2292	1172	3050	445	436
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptococcales	0	0	0	0	17	42	4	8	40	0	0	0	4	2	6	6	16	11	33	12	0	3	0	0	2	0	27	9	25	36	17	0	100	8	0	0	6	30	11	27	15	0	0	0	0	0	20	0	21	35	0	5	8	0	3	4	0	0	0	17	11	0	10	0	18	0	0	0	4	0	0	0	2	0	22	18	0	6	4	0	5	7	11	8	0	0	0	5
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales	53	213	218	54	192	8	247	99	288	35	56	184	217	197	105	155	287	233	133	157	25	84	539	119	448	79	419	99	193	198	218	8	763	610	283	126	233	221	239	167	197	1345	0	261	803	84	44	774	223	147	37	94	96	10	76	25	161	55	21	19	114	158	74	26	203	19	38	608	22	36	196	49	64	31	116	280	134	540	67	135	60	17	355	90	120	107	24	63
k__Bacteria___p__Bacillota___c__Incertae Sedis___o__DTU014	12	0	5	0	7	0	0	8	0	0	0	0	8	0	0	20	29	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	53	0	126	0	0	0	0	0	35	0	28	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	87	0	0	0	2	0	22	0	0	0	0	33	0	0	25	0	0	0	0	0	0	0	0	3
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales	6	85	47	64	82	0	757	703	1123	57	0	487	261	25	82	947	1611	1428	0	117	23	11125	415	353	55	0	2	2756	5608	248	1540	84	2626	361	62	294	33	6	163	2686	556	5491	8	58	408	7	2	0	0	0	54	11	0	10	0	309	0	17	30	73	0	578	18	211	6	40	0	0	7	240	45	0	13	0	275	2	8	0	28	6	181	0	199	42	0	39	6	10
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales	77	482	2248	1300	1084	1429	361	85	183	8	160	34	780	1786	1324	129	211	7	1431	380	733	99	3242	1326	4598	823	857	386	712	462	208	0	184	798	777	17	379	320	0	219	0	80	4	8	2984	437	184	7397	282	241	44	20	59	42	62	34	107	148	6	295	48	22	120	0	238	125	32	19	0	0	0	345	90	127	3	831	287	22	165	83	20	98	170	190	310	222	67	36
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales	10650	29832	28250	42782	19496	19551	31981	11628	14849	17828	28046	32331	26598	43486	16894	14224	21058	26719	31833	15864	16831	30346	30388	40763	49677	53426	31692	32081	31878	26728	38274	7664	35104	24248	22415	19067	9136	26771	23209	33799	21669	29843	3547	26435	46442	24563	12685	56466	9576	9956	12413	11999	14026	18033	13311	33665	10450	21695	18528	12416	18895	14522	18432	21762	14330	21270	23855	11254	7515	22479	31418	24437	30133	20168	8542	11808	19393	14262	17021	7389	21501	16146	20863	21441	22899	23416	8255	13400
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Flavobacteriales	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	25	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Sphingobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Campylobacterota___c__Campylobacteria___o__Campylobacterales	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	7	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Candidatus Kryptonia___c__Kryptonia___o__Kryptoniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Cyanobacteriota___c__Vampirivibrionia___o__Gastranaerophilales	0	0	0	0	33	0	0	0	36	0	1286	0	0	0	215	0	545	0	0	72	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	248	1155	0	0	256	7948	0	18	998	0	193	0	0	150	3177	343	400	0	0	89	0	0	0	0	0	29	78	0	0	0	0	0	0	0	0	0	72	0	0	299	0	0	0	548	0	0	15	0	0	27
k__Bacteria___p__Elusimicrobiota___c__Elusimicrobia___o__Elusimicrobiales	0	0	0	0	0	11	0	0	147	0	0	0	220	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	3499
k__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	31	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	3	2	0	6	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Nitrospirota___c__Nitrospiria___o__Nitrospirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Patescibacteria___c__Saccharimonadia___o__Saccharimonadales	0	0	0	0	5	0	0	0	0	0	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Planctomycetota___c__Planctomycetes___o__Gemmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Acetobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Caulobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Hyphomicrobiales	16	3	0	0	0	0	0	0	0	33	0	2	11	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	24	15	0	0	10	17	0	2	4	57	0	6	0	18	0	0	46	3	22	40	6	7	17	0	5	6	3	0	4	5	8	2	0	7	2	3	0	16	12	9	0	5	3	97	9	0	0	11	0	0	0	5	4	10	5	23	0
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Rhodospirillales	0	237	0	0	231	2021	0	381	202	0	33	0	0	0	0	575	159	0	0	0	0	2195	0	0	0	0	0	0	1443	0	0	380	3	286	0	0	36	654	0	0	0	0	0	0	0	0	829	0	0	0	0	53	0	3	0	3	0	0	0	0	0	0	50	0	8	3	0	0	205	0	0	0	0	173	0	0	0	0	0	0	0	24	0	0	10	0	0	2
k__Bacteria___p__Pseudomonadota___c__Alphaproteobacteria___o__Sphingomonadales	3	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	9	0	0	0	0	5	3	0	0	0	2	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	3	0	2	21	7
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Burkholderiales	187	193	895	419	176	325	823	129	130	520	825	1688	632	292	310	179	510	170	552	208	54	114	70	729	820	1469	119	502	1122	783	940	111	1380	596	596	1320	352	52	470	335	614	1741	41	10	137	577	407	1394	370	764	20	28	344	400	551	335	148	145	223	0	324	288	71	317	49	600	19	1131	89	131	93	1435	265	362	473	285	188	31	170	35	648	497	653	173	236	449	13	97
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales	2	289	192	134	7167	5952	121	23160	4507	31	6	299	70	309	260	27550	634	1310	309	13817	62	61	156	6465	190	180	942	6226	983	3891	23	0	208	331	947	0	177	18	19	13	2313	196	25	12	695	2332	9	97	55	33	49	57	12	15	60	18	26	5	3	60	4	107	13	131	5	1820	60	28	7	14	45	50	10	182	932	7	7	22	23	0	57	880	49	64	11896	3	4094	4514
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Lysobacterales	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	6	9	3	0	0	0	0	0	7	0	0	0	0	7	0	4	0	0	5	7	0	4	0	11	0	0	0	0	0	0	0	0	2	0	0	4	0
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Pseudomonadales	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	373	0	6	0	0	0	0	0	0	25	17	0	22	12	0	0	0	8	5	8	0	0	8	0	4	0	0	0	4	0	0	3	10	0	25	0	5	0	0	8	0	0	0	0	0	10	27	11
k__Bacteria___p__Spirochaetota___c__Spirochaetia___o__Spirochaetales	0	0	0	0	0	0	0	0	4204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	21272	0	0	13004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Thermodesulfobacteriota___c__Desulfovibrionia___o__Desulfovibrionales	20	319	150	27	69	77	4	264	505	3	6	426	167	11	146	309	131	295	7	93	2	69	72	632	83	247	566	51	513	104	0	2	26	45	64	19	97	166	644	27	25	0	18	10	79	7	103	0	65	100	2	0	7	4	0	10	38	19	0	0	3	0	43	0	188	0	8	6	26	0	4	19	4	16	18	155	17	0	11	167	45	14	7	16	11	0	0	3
k__Bacteria___p__Verrucomicrobiota___c__Kiritimatiellia___o__WCHB1-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	6	0	0	86	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Oligosphaerales	0	0	0	0	0	0	0	0	0	0	0	0	26	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales	10	0	0	0	15	5	5	72	4	0	0	0	4	0	126	105	13	6	0	74	0	3	9	0	0	0	33	0	0	23	0	0	0	0	37	160	116	0	94	0	0	0	0	0	0	0	278	0	50	161	0	27	4	0	0	45	0	6	0	0	11	0	12	0	15	0	0	4	50	0	0	0	0	7	41	0	0	0	0	35	0	25	0	8	19	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiia___o__Opitutales	16	0	0	0	34	15	0	0	9	0	0	0	0	0	4	0	22	0	0	22	76	0	3	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	1442	0	0	0	2	0	0	0	113	0	200	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	17	51	0	9	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiia___o__Verrucomicrobiales	0	0	32	29	67	0	0	34	16	0	9	77	0	0	0	45	423	698	0	0	0	20	86	0	5	0	41	8	0	0	0	32	0	271	125	16	0	1095	0	0	404	0	21	8	10	0	61	0	22	0	0	0	0	0	11	77	0	0	115	12	0	0	60	0	4	0	0	0	60	0	0	0	0	0	435	1406	41	0	30	0	0	0	0	0	0	7	0	0
k__Archaea___p__Methanobacteriota___c__Methanobacteria___o__Methanobacteriales___f__Methanobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
