clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemania___s__Holdemania_filiformis	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemania___s__Holdemania_massiliensis	0	10	5	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Turicibacter___s__Turicibacter_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0	0	2	0	0	0	0	85	0	14	0	0	0	0	0	0	0	0	14	46	0	0	251	0	5	0	0	0	0	0	191	0	0	0	0	16	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Enterococcaceae___g__Enterococcus___s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lactobacillus___s__Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Leuconostoc___s__Leuconostoc_carnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Leuconostoc___s__Leuconostoc_kimchii	46	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	58	33	50	91	53	0	0	53	33	37	48	70	38	92	37	34	38	65	28	54	85	53	33	46	47	137	72	75	9	47	56	16	18	34	27	38	59	80	67
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Weissella___s__Weissella_koreensis	13	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	9	8	24	0	0	10	9	0	10	21	0	23	19	17	9	17	0	0	27	14	0	0	0	36	22	15	0	10	0	0	0	0	7	0	11	10	12
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Weissella___s__Weissella_soli	29	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	30	20	21	22	26	0	0	17	8	13	10	22	0	17	15	8	26	16	0	14	41	17	0	15	12	62	21	20	0	10	15	0	0	14	11	7	18	30	14
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Lactococcus___s__Lactococcus_piscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Streptococcus___s__Streptococcus_infantarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Streptococcus___s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Staphylococcales___f__Gemellaceae___g__Gemella___s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Staphylococcales___f__Gemellaceae___g__Gemella___s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium___s__Clostridium_neonatale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium___s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium___s__Clostridium_tertium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Sarcina___s__Sarcina_ventriculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerostipes___s__Anaerostipes_hadrus	0	510	0	128	0	87	25	9	18	18	167	11	52	7	0	16	22	18	95	0	72	217	19	22	37	0	34	38	24	47	37	27	91	969	25	24	0	93	19	55	23	588	10	191	0	14	0	142	14	31	0	24	0	95	0	0	12	38	39	17	133	335	30	143	28	0	40	208	14	64	74	18	19	0	128	205	101	0	50	8	12	27	34	38	0	34	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia___s__Blautia_faecis	93	87	50	62	15	9	50	37	21	0	83	149	42	0	30	47	35	129	15	17	27	0	35	70	96	59	53	26	33	250	258	0	66	301	36	21	86	73	29	24	33	134	14	22	36	0	0	0	0	42	43	0	0	0	21	0	42	18	8	37	42	19	50	76	39	8	8	80	0	36	40	49	27	0	197	60	107	21	0	0	21	27	23	17	0	12	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia___s__Blautia_luti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia___s__Blautia_massiliensis	75	359	78	17	38	21	98	19	37	0	84	80	152	46	36	35	43	119	479	8	66	224	28	114	77	334	208	36	83	46	1950	15	811	71	117	129	112	143	115	33	25	0	0	114	188	18	40	164	58	99	14	0	27	116	29	0	38	40	34	30	86	68	98	22	34	14	17	126	38	48	41	84	11	23	99	67	64	51	129	74	53	120	98	70	9	39	12	16
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia___s__Blautia_obeum	0	15	18	26	28	0	40	226	77	0	23	241	51	0	0	284	54	16	22	14	34	89	35	9	9	0	103	42	74	45	99	0	152	182	32	53	83	31	10	0	12	0	9	59	21	0	31	0	24	6	0	16	9	14	0	0	0	20	21	10	36	20	117	21	52	0	0	95	39	48	15	29	14	22	20	0	62	18	62	33	39	0	9	31	0	18	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia___s__Blautia_stercoris	23	45	0	0	0	0	0	14	22	0	0	42	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	24	0	28	0	0	0	20	0	0	0	0	351	0	0	23	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Butyrivibrio___s__Butyrivibrio_crossotus	0	0	2833	0	833	291	0	0	1385	0	0	0	0	0	3891	0	337	91	0	5833	0	0	432	0	0	0	565	0	2269	0	0	0	0	0	0	0	1725	56	83	707	422	0	120	485	8	0	5239	0	584	0	0	0	434	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	313	0	0	0	0	0	3658	0	0	57	0	0	475	479	0	0	182	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus___s__Coprococcus_catus	0	27	14	9	12	8	8	6	30	0	23	0	0	10	7	0	15	24	14	11	0	18	122	0	10	0	20	7	163	19	45	0	71	49	16	0	57	19	19	0	24	0	0	0	24	0	17	28	36	17	0	0	11	0	11	0	0	0	12	0	0	0	11	9	10	11	0	11	0	24	0	8	0	6	0	0	5	0	28	0	0	11	25	6	0	7	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus___s__Coprococcus_comes	26	179	25	28	46	0	46	31	135	0	112	63	33	15	131	41	27	75	33	34	12	41	42	41	9	89	435	159	73	66	171	0	170	441	108	43	72	199	177	41	41	225	28	30	39	135	53	75	106	158	0	38	25	0	139	27	43	16	10	0	23	19	40	51	71	26	0	82	0	16	23	20	8	10	89	0	97	37	286	49	20	85	11	49	14	0	4	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus___s__Coprococcus_eutactus	0	0	164	623	41	0	67	0	0	0	0	0	0	45	0	0	200	0	0	0	0	913	120	0	700	292	78	35	76	0	0	0	0	156	0	0	0	250	0	0	0	0	0	0	48	13	0	0	0	24	33	0	0	0	153	0	25	24	95	0	200	0	0	0	0	0	0	56	35	0	0	11	30	0	0	0	387	32	0	0	96	0	0	127	27	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Dorea___s__Dorea_formicigenerans	13	21	24	20	21	10	21	21	43	0	16	19	50	12	42	26	39	75	7	46	16	20	7	21	8	150	48	41	61	17	29	0	78	37	114	14	45	119	8	10	74	78	5	21	20	16	11	38	21	20	24	0	8	0	13	0	15	11	8	0	13	5	7	24	33	11	25	5	13	15	11	11	7	9	29	58	35	4	52	0	15	43	12	46	8	9	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Dorea___s__Dorea_longicatena	45	514	68	50	26	39	125	102	44	8	60	60	191	61	68	109	63	183	71	70	48	96	190	68	177	0	663	156	163	99	145	11	437	191	72	52	112	185	211	29	200	136	58	51	222	93	62	231	82	523	10	23	28	18	56	15	28	63	54	67	37	31	65	15	85	31	44	84	27	58	59	44	12	36	516	100	270	43	210	31	9	158	52	52	8	40	12	10
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Eisenbergiella___s__Eisenbergiella_massiliensis	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Eisenbergiella___s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Faecalimonas___s__Faecalimonas_umbilicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Fusicatenibacter___s__Fusicatenibacter_saccharivorans	258	297	22	31	35	31	82	66	117	3	114	158	52	46	48	61	201	52	48	33	7	68	256	45	29	241	119	34	115	131	175	75	1741	935	79	120	125	540	0	30	81	103	44	38	177	14	22	165	136	96	0	15	48	95	91	27	105	22	103	145	292	127	110	60	185	236	1119	193	25	139	32	108	30	27	463	134	13	31	36	21	61	174	64	36	0	45	16	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Hungatella___s__Hungatella_hathewayi	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	6	0	0	5	0	0	6	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnoclostridium___s__Lachnoclostridium_edouardi	0	115	171	77	49	0	55	33	35	13	320	75	60	43	65	45	315	139	14	141	0	183	18	175	109	0	84	347	761	287	233	0	86	170	151	19	0	131	34	28	34	328	9	0	45	0	37	0	0	17	15	0	16	30	0	24	0	37	0	0	20	167	14	29	37	0	0	21	0	20	16	0	37	49	22	0	0	0	38	0	56	54	27	17	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospira___s__Lachnospira_pectinoschiza	35	995	109	110	0	48	333	13	16	0	543	138	19	26	24	10	239	58	26	74	7	300	23	139	157	392	39	137	33	1152	135	8	135	0	208	41	0	90	8	32	12	407	0	60	126	60	211	0	13	11	23	0	8	30	177	25	87	142	29	0	113	145	24	8	0	0	61	21	19	23	91	71	164	0	20	32	43	32	151	83	48	6	87	63	93	16	5	9
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae FCS020 group___s__bacterium	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	7	0	0	0	13	0	7	5	0	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae NK4A136 group___s__bacterium	0	125	36	576	0	0	0	0	160	0	0	0	43	31	0	0	0	0	0	191	9	0	112	85	0	681	46	152	202	198	91	0	0	162	0	0	0	43	70	0	0	51	0	101	0	0	102	0	113	45	274	0	0	0	24	0	47	56	0	87	86	53	0	58	0	0	204	128	63	56	289	0	22	0	75	99	0	0	277	0	90	77	168	94	0	0	0	10
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Mediterraneibacter___s__Mediterraneibacter_faecis	0	0	29	34	39	72	170	29	114	0	52	17	928	76	25	40	114	72	22	68	20	61	70	0	0	0	211	23	374	87	212	22	202	254	97	26	115	464	15	36	81	33	21	132	118	18	0	311	76	127	0	33	24	13	0	10	12	23	39	7	24	78	37	0	50	16	6	171	37	42	20	42	19	49	305	288	95	74	114	0	54	128	41	107	19	21	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Roseburia___s__Roseburia_hominis	0	31	18	207	47	0	0	0	24	0	0	26	37	0	0	0	0	42	0	0	17	158	136	0	33	0	130	0	0	59	56	0	0	59	58	0	18	56	0	56	89	0	0	0	0	0	0	0	0	10	0	0	0	0	0	12	0	0	0	623	0	0	47	33	137	0	185	0	0	0	0	0	0	0	0	56	141	0	13	0	119	0	0	0	0	74	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Roseburia___s__Roseburia_intestinalis	569	33	0	221	0	0	228	34	0	0	264	0	49	82	15	41	0	32	78	14	0	0	96	209	0	0	0	160	1133	590	200	39	805	238	123	451	0	0	78	102	0	5116	0	308	50	0	129	0	0	0	599	0	16	278	0	0	211	257	0	45	101	222	0	0	0	49	0	754	199	34	0	0	158	0	89	0	0	490	0	0	38	0	196	83	0	0	0	13
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Roseburia___s__Roseburia_inulinivorans	393	1996	27	35	47	20	470	0	14	0	376	31	118	170	152	0	213	145	63	209	18	159	111	618	244	2328	1132	219	4644	753	262	0	703	647	326	713	16	935	13	263	108	981	0	0	723	97	121	30	135	0	5347	0	19	87	80	24	265	135	316	167	110	245	0	112	56	22	0	504	151	488	0	324	39	10	45	105	55	37	650	64	319	37	78	35	0	159	18	20
k__Bacteria___p__Bacillota___c__Clostridia___o__Monoglobales___f__Monoglobaceae___g__Monoglobus___s__Monoglobus_pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae___g__Agathobaculum___s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	46	0	0	0	80	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	12	0	43	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae___g__Butyricicoccus___s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Colidextribacter___s__Colidextribacter_massiliensis	0	6	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Flavonifractor___s__Flavonifractor_plautii	0	18	0	0	0	0	0	30	0	6	3	11	0	0	0	39	0	0	0	0	0	0	0	7	0	63	0	0	4	0	0	0	0	10	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Intestinimonas___s__Intestinimonas_butyriciproducens	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Anaerotruncus___s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Anaerotruncus___s__Anaerotruncus_rubiinfantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Faecalibacterium___s__Faecalibacterium_prausnitzii	1112	3613	1268	1343	1016	1774	1337	22	1169	0	3102	1164	1586	1382	818	15	1102	1210	1163	953	434	1085	589	3385	1644	1344	2422	2099	2597	5006	2922	457	5920	4843	1377	9046	2007	1119	680	3882	5319	699	2524	421	1515	589	2254	2155	650	1389	2254	248	269	208	436	6133	1794	546	456	350	372	1686	4618	1307	777	3401	554	1941	351	1634	2024	2357	2253	3379	3336	2037	3613	653	1611	1092	755	2436	1320	378	406	1981	67	166
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Gemmiger___s__Gemmiger_formicilis	56	243	142	211	137	0	50	19	94	0	80	265	33	18	143	18	227	264	29	34	74	401	21	0	61	0	97	223	605	870	73	14	215	283	271	91	27	102	13	17	205	28	38	76	231	17	112	23	346	230	14	15	20	0	143	108	334	84	123	45	154	27	59	46	494	23	0	26	137	130	97	76	128	13	0	0	158	75	254	63	56	54	40	45	64	34	38	4
